,term,entity_id,text_1,text_2,text_3,text_4,text_5
820,primitief,Q20672432,Ambondro,,primitief zoogdier uit de orde Australosphenida,['monotypisch fossiel taxon'],[]
821,primitieve,Q2864736,Primitieve kunst,,,['kunstgenre'],[]
822,primitieve,Q93883800,Droog,,"fictief personage uit het boek De stam van de Holenbeer, vader van Goov. De beste maker van primitieve gereedschappen",['personage'],[]
823,primitieve,Q83781188,Primitieve cultuur,,,['kwaliteit'],[]
824,primitieve,Q100341316,"Primitieve kunst- Etnografica, Cultuur en Acculturatie in Afrika",,['Tentoonstelling uit 1956'],['tijdelijke tentoonstelling'],[]
825,primitieve,Q5202866,sjorren,"['pionieren', 'sjorring']",primitieve bouwtechniek,[],['creatie']
826,primitieve,Q17307164,"Huis met gevel op aardige houten pui, bekroond door een veel latere primitieve lijst",['rijksmonumentnummer 5762'],['Rijksmonument op Tuinstraat 85'],['woonhuis'],[]
827,primitieve,Q1350206,Logaritmische integraalfunctie,,Primitieve van 1/ln,['speciale functie'],[]
828,primitieve,Q2072087,P′′,,primitieve computer programmeertaal,['programmeertaal'],[]
829,primitieve,Q17306982,Huis met latere gevel onder primitieve klokvormige top,['rijksmonumentnummer 5641'],['Rijksmonument op Spuistraat 98'],['woonhuis'],[]
830,primitieve,Q114326,primitieve functie,"['stamfunctie', 'omgekeerde afgeleide', 'primitieve']",,[],['wiskundige functie']
832,primitivisme,Q848365,primitivisme,,,"['kunststroming', 'genre', 'kunststijl']",['kunst']
833,primitivisme,Q667672,anarchoprimitivisme,['anarcho-primitivisme'],['anarchistische maatschappijvorm'],['politieke ideologie'],"['individualistisch anarchisme', 'ecoanarchisme']"
834,pygmee,Q171927,Pygmeeën,"['Pygmeeen', 'Pigmeeën', 'Pigmeeen', 'Pygmee']",['etnische groep'],['etnische groep'],[]
835,pygmeeën,Q98121325,onderzoek Pygmeeën (1933),,['expeditie van de KNAG'],['wetenschappelijke expeditie'],[]
836,pygmeeën,Q171927,Pygmeeën,"['Pygmeeen', 'Pigmeeën', 'Pigmeeen', 'Pygmee']",['etnische groep'],['etnische groep'],[]
837,pygmeeën,Q100341834,Zij zien door de bomen het bos: Baka-pygmeeën tussen verleden en heden (2006-heden),,['Tentoonstelling uit 2006'],['tijdelijke tentoonstelling'],[]
838,pygmeeën,Q2401437,Jengi,,bosgeest van de Baka-Pygmeeën,['geest'],[]
839,queer,Q51415,queer,,['parapluterm voor seksuele minderheden die niet heteroseksueel zijn.'],"['geuzennaam', 'overkoepelende term', 'identiteit']","['genderidentiteit', 'seksuele identiteit']"
840,queer,Q26936735,Homosaurus,,dataset met termen voor het beschrijven van LHBTIQ (Lesbisch/Homo/Biseksueel/Transgender/Intersekse/Queer)-publicaties en -erfgoed,['gecontroleerde woordenlijst'],[]
841,queer,Q104775895,Black Queer & Trans Resistance Netherlands,,"['Gemeenschap en politieke actiegroep in Nederland, die zich richt op de bestrijding van racisme, transfobie en homofobie']","['actiegroep', 'virtuele gemeenschap']",[]
842,queer,Q9031850,Queer geschiedenismaand,['Lhbt-geschiedenismaand'],['gedenkmaand over de geschiedenis van de LGBT-beweging'],"['feest- of gedenkdag', 'sociale beweging']",[]
843,queer,Q1563086,queer theologie,['homotheologie'],,['stroming'],['theologie']
844,queer,Q92867534,Handi-Queer,,,['vereniging onder de Franse wet van 1901'],[]
845,queer,Q110854357,QUEER,,['Nederlandse lokale politieke partij'],['lokale politieke partij'],[]
846,queer,Q100938988,Conexión Queer: Revista Latinoamericana y Caribeña de Teologías Queer,,['academisch tijdschrift'],['academisch tijdschrift'],[]
847,queer,Q58459677,Contemporary lesbian genders : a queer/sociological approach,,['proefschrift'],['proefschrift'],[]
848,queer,Q98929208,queer studies,,,['vakwetenschap'],"['Maatschappijleer', 'cultuurwetenschappen', 'LGBTI']"
849,ras,Q3254959,menselijk ras,"['Ras', 'mensenras']",['classificatiesysteem van de menselijke soort op basis van genetische en uiterlijke kenmerken'],"['classificatiesysteem', 'identiteit']",[]
851,ras,Q59816,rassensegregatie,"['Rassenscheiding', 'Rassensegregatie']",het scheiden van mensen op basis van hun veronderstelde ras,[],"['opdeling', 'racisme']"
852,ras,Q100474769,rassengelijkheid,,gelijke behandeling van personen ongeacht ras of etnische afstamming,['Wikimedia-categorie'],['gelijkheid']
853,ras,Q7129609,Kaukasisch ras,['Kaukasische ras'],['antropologische term'],['menselijk ras'],['mens']
855,ras,Q1571949,ariosofie,"['rassenleer', 'nazimystiek']",esoterische leer dat uitgaat van de superioriteit van het Arische ras,"['ideologie', 'pseudowetenschap', 'religie']",[]
856,ras,Q989255,ras in werk van Tolkien,,,['klasse van fictieve entiteiten'],['fictief volk']
857,ras,Q8448318,Categorie:Fictief menselijk ras,,['Wikimedia-categorie'],['Wikimedia-categorie'],[]
858,ras,Q7404511,"Salihiyah, Ras al-Khaimah",,['nederzetting in de Verenigde Arabische Emiraten'],"['woonplaats', 'mogelijk ongeldige vermelding die nadere bronnen behoeft']",[]
859,ras,Q7334355,"Rima, Ras al-Khaimah",,['nederzetting in de Verenigde Arabische Emiraten'],"['woonplaats', 'mogelijk ongeldige vermelding die nadere bronnen behoeft']",[]
860,ras,Q4903978,"Bida, Ras al-Khaimah",,['nederzetting in de Verenigde Arabische Emiraten'],"['woonplaats', 'mogelijk ongeldige vermelding die nadere bronnen behoeft']",[]
861,rasse,Q190832,Zentralverband Deutscher Rasse-Kaninchenzüchter,,['organisatie uit Duitsland'],['organisatie'],[]
862,rasse,Q101223803,François Rasse - Prix Ecole de Musique Saint-Josse-Ten-Noode - Schaerbeek,,"['penning door Pierre Theunis (1883-1950), België, [1945], Penningkabinet van de Koninklijke Bibliotheek van België, 2N260/19']","['kunstwerk', 'medaille', 'herdenkingsmunt']",[]
863,rasse,Q101229316,François Rasse - Prix Ecole de Musique Saint-Josse-Ten-Noode - Schaerbeek,,"['penning door Pierre Theunis (1883-1950), België, [1945], Penningkabinet van de Koninklijke Bibliotheek van België, 3F152 / 6']","['kunstwerk', 'medaille', 'herdenkingsmunt']",[]
864,rasse,Q105247770,Rasse,,['achternaam'],['familienaam'],[]
865,rasse,Q606806,SS-Rasse und Siedlungshauptamt,['RuSHA'],,['SS-Hauptamt'],[]
866,rassen,Q601733,Vijf rassen binnen één eenheid,,,['politieke ideologie'],['multiculturalisme']
867,rassen,Q7476744,Lijst van rassen en soorten in de werken van J.R.R. Tolkien,,['Wikimedia-lijst'],['Wikimedia-lijst'],[]
868,rassen,Q1499308,Bellefleur,,aanduiding voor verschillende rassen appel,['appelras'],['appel']
869,rassen,Q51493603,Illustriertes Prachtwerk sämtlicher Tauben-rassen.,,['publicatie'],['publicatie'],[]
870,rassen,Q1205921,Duits rijpaard,,koepelbegrip voor verschillende rassen van warmbloedpaarden uit Duitsland,[],[]
871,rassen,Q51388657,"Die Hühner. Beschreibung der verschiedenen Rassen, nebst einer Anleitung zum Retriebe einer rationelle Hühnerzucht.",,['publicatie'],['publicatie'],[]
872,rassen,Q63106954,,,uitgave van Pferderassen: Die 100 beliebtesten Rassen,"['editie, versie of vertaling']",[]
873,rassen,Q4393023,lijst van fantasierassen,"['Lijst van fantasy rassen', 'Fantasy rassen', 'Fantasierassen', 'Lijst van fantasyrassen', 'Fantasie rassen']",['Wikimedia-lijst'],['Wikimedia-lijst'],[]
876,rassen,Q1713890,Nero d'Avolak,,belangrijkste rode druif van Sicilië en een van de belangrijkste inheemse rassen van Italië,['druivensoort'],[]
877,rassen,Q33332157,Geul van de Rassen,,"['vaargeul in de Noordzee, kust van Nederland']",['vaargeul'],[]
878,rasser,Q2686035,Rasser,,['motorfietsmerk uit Frankrijk'],['historische motorfietsfabrikant'],[]
879,rasser,Q76411434,Rasser,,['achternaam'],['familienaam'],[]
880,rast,Q17120727,MG-RAST,,,"['software', 'biologische database']",[]
881,rast,Q54860305,Theater Rast,,['Nederlandse organisatie'],['organisatie'],[]
882,rast,Q2392800,Tank & Rast,,['organisatie uit Duitsland'],['bedrijf'],[]
883,rast,Q2125866,RAST test,,,[],['bloedonderzoek']
884,rast,Q54860330,Jong Rast,,['Nederlandse organisatie'],['organisatie'],[]
885,rast,Q2132085,Rast,,['plaats in Duitsland'],['Ortsteil'],[]
886,rast,Q26368679,Laboratory animal allergy. Development of RAST inhibition assay to monitor airborne allergen levels,,['publicatie'],['publicatie'],[]
887,rast,Q407309,Rast,,['nederzetting in Bosnië en Herzegovina'],['woonplaats'],[]
888,rast,Q22257294,Migof - Glieder - Rast,,['tekening van Bernard Schultze'],['tekening'],[]
889,rast,Q37561469,Rast,,['achternaam'],['familienaam'],[]
890,raste,Q31201000,Raste Betta,,['heuvel in India'],['heuvel'],[]
891,slaaf,Q12773225,tot slaaf gemaakte,"['slaaf', 'slaafgemaakte']",['persoon in een staat van slavernij'],"['sociale klasse', 'bezigheid', 'staat']","['persoonlijk eigendom', 'gevangene', 'product']"
893,slaaf,Q22893595,voortvluchtige slaaf,,,['sociale klasse'],"['tot slaaf gemaakte', 'voortvluchtige', 'opstandeling']"
894,slaaf,Q2159754,Spaanse bok,,in Suriname gebruikelijk benaming voor een zware lijfstraf voor tot slaaf gemaakten,[],['lijfstraf']
895,slaaf,Q1830234,Padre Jean,,"slaaf in het bezit van een Spaans slaveneigenaar, die hij vermoordde, waarna hij en zijn volgelingen hun toevlucht zochten op La Tortue",['mens'],[]
896,slaaf,Q1120876,Edmond Albius,,"Frans slaaf (-1880), maar bekend als de uitvinder van het handmatig bestuiven van vanilleplanten",['mens'],[]
897,slaaf,Q5368985,Dag der Vrijheden,['Emancipatiedag'],gedenkdag om de vrijheid van tot slaaf gemaakte mensen te vieren,"['jaarlijkse herdenking', 'feest- of gedenkdag']","['feest- of gedenkdag', 'jaarlijkse herdenking']"
898,slaaf,Q11692055,Mentor,,van brandstichting beschuldigde slaaf uit Paramaribo,['mens'],[]
899,slaaf,Q14136655,"Poelmo, slaaf van het zuiden","['Poelmo, slaaf van het zuiden (voor meisjes die van dieren houden)']",['televisieprogramma uit Nederland'],['televisieprogramma'],[]
901,slaaf,Q1916208,Kodjo,"['Cojo', 'Codjo', 'Kodyo']",van brandstichting beschuldigde slaaf uit Paramaribo,['mens'],[]
902,slaaf,Q1962085,Present,,van brandstichting beschuldigde slaaf uit Paramaribo,['mens'],[]
903,slaven,Q2378782,Vroege Slaven,['Ancient Slavs'],,"['aspect van de geschiedenis', 'historische etnische groep']",[]
904,slaven,Q199898,Slaven,['Slaven (voornaam)'],['mannelijke voornaam'],['mannelijke voornaam'],[]
906,slaven,Q1155622,slavenopstand,,(gewapende) opstand van slaven tegen overheid of plantage-eigenaar,[],['opstand']
907,slaven,Q211052,Oostelijke Slaven,,['etnische groep'],"['etnische groep', 'begrip']",['Slavische volkeren']
908,slaven,Q601444,pater familias,"['vader des huizes', 'patriarch']","juridisch hoofd van een huishouden in het oude Rome, eigenaar van alle goederen en slaven, uitsluitend mannelijk geslacht","['Latijnse uitdrukking', 'ambt']",['patriarch']
909,slaven,Q840454,Westelijke Slaven,,['etnische groep'],['etnische groep'],['Slavische volkeren']
910,slaven,Q21618778,"Vervolgden, slaven, ongelukkigen",,['schilderij van Charles Verlat'],['schilderij'],[]
911,slaven,Q31571254,Slaven Mountain,,['berg in Verenigde Staten van Amerika'],['berg'],[]
912,slaven,Q17324060,"De Engels-Nederlandse vloot in de Baai van Algiers ter ondersteuning van het ultimatum tot vrijlating van blanke slaven, 26 augustus 1816.",,['schilderij van Nicolaas Baur'],['schilderij'],[]
913,slaven,Q40477,Slavische volkeren,"['Slavisch Europa', 'Slavische volken']","de Indo-Europese volken die een taal uit de Slavische taalfamilie spreken en worden aan de hand van de onderverdeling van deze taalfamilie onderscheiden in Oost-, West- en Zuid-Slaven",['inheemse bevolking'],['Indo-Europeanen']
914,stam,Q133311,stam,"['Tribaal', 'Gamingclan', 'Volksstam']",['gemeenschap van mensen die groot genoeg is om uit verschillende onderdelen te bestaan'],['sociale groep'],"['etnische groep', 'sociale groep']"
915,stam,Q2381172,stedelijk geslacht,"['stedelijke stam', 'stedelijke clan']",['familiegroepen van clanstructuur in een stedelijke omgeving'],[],['clan']
916,stam,Q250584,Morini,['Morini (stam)'],['stam'],['historische etnische groep'],"['Galliërs', 'Belgen']"
918,stam,Q1104182,Coahuilteken,"['Coahuilteken (stam)', 'Coahuilteken (volk)']",['etnische groep'],['etnische groep'],[]
919,stam,Q4295650,Hersteld Apostolische Zendingkerk - Stam Juda,['HAZK'],['kerkgenootschap in Nederland'],['kerkgenootschap'],[]
920,stam,Q5373604,Emmonsaspis,,geslacht uit de stam Problematica,['fossiel taxon'],[]
921,stam,Q4955096,Bradoriida,,onderklasse van kreeftachtigen binnen de stam geleedpotigen,['fossiel taxon'],[]
922,stam,Q264569,Akatziroi,,historische etnische stam,['historische etnische groep'],[]
923,stam,Q8445563,Categorie:Federaal erkende stam in de Verenigde Staten,,['Wikimedia-categorie'],['Wikimedia-categorie'],[]
924,stam,Q492901,Kalispel,,inheemse Indiaanse stam van de Verenigde Staten,['Native Americans in the United States'],['Salish peoples']
925,stammen,Q604819,Stammen van Galway,,"['stedelijke geslachten uit Galway, Ierland']",[],['stedelijk geslacht']
926,stammen,Q11913408,Celtiberia,,grondgebied van het Iberisch schiereiland waar de Keltiberische stammen leefden,"['territorium', 'historische regio']",[]
927,stammen,Q156108,Abodriten,"['Obotrieten', 'Obodriten', 'Obodriten - Slavische stammen']",['etnische groep'],"['etnische groep', 'voormalig subnationaal gebied', 'Lechites']",['Lechites']
928,stammen,Q2502723,Arabische stammen,,,"['stam', 'etnische groep']",[]
929,stammen,Q131192,Grote Volksverhuizing,"['Grote Volksverhuizingen', 'Volksverhuizingen', 'Volkverhuizingen', 'Volksverhuizing']",binnendringen van meerdere stammen in het Romeinse Rijk tussen de 4e en de 6e eeuw,['invasie'],[]
930,stammen,Q2605404,stammen van Israël,"['12 stammen van Israël', 'twaalf stammen van Israël']",['Hebreeuwse stammen uit de twaalf zonen van Jacob'],"['sociale groep', 'stam']",[]
934,stammen,Q319421,vijf geciviliseerde stammen,"['vijf ontwikkelde stammen', 'vijf beschaafde stammen']",,['groep'],[]
937,stammen,Q106882082,Blood of the Clans,,driedelige documentaire waarin wordt ingegaan op de schermutselingen van de Schotse clans en ook wordt gereconstrueerd hoe de verenigde stammen indringers van buitenaf bevochten om de Schotse onafhankelijkheid te waarborgen,['televisieprogramma'],[]
938,stammen,Q2189880,Stammenhof,"['rijksmonumentnummer 33367', 'Stammenhof: grote bakstenen hoeve met binnenplaats', 'Stammen 1, Sweikhuizen']","['rijksmonument op Stammen 1 in Sweikhuizen, Nederland']",['boerenbedrijf'],[]
940,stammen,Q42365,Oudengels,"['Oud Engels', 'Angelsaksische taal', 'Oud-Engels', 'Angelsaksisch']",taal die in de vijfde tot elfde eeuw door Angelsaksische stammen werd gesproken waaruit het Engels is ontstan,"['natuurlijke taal', 'dode taal', 'historische taal', 'uitgestorven taal']",['Engelse talen']
941,trans,Q3266746,Trans-cinnamate 2-monooxygenase,,,['enzymfamilie'],['oxidoreductase']
942,trans,Q1436339,Trans-cinnamate 4-monooxygenase,,,['enzymfamilie'],['oxidoreductase']
943,trans,Q2395922,Trans-Atlantische telegraafkabel,['Transatlantische telegraafkabel'],,[],['onderzeekabel']
944,trans,Q94581668,,,syndicat intercommunal in Trans,['Syndicat intercommunal'],[]
945,trans,Q2168394,Tepavia Trans,,,['luchtvaartmaatschappij'],[]
946,trans,Q3289959,Trans-Atlantische Vrijhandelszone,,,['vrijhandelszone'],[]
947,trans,Q3266598,"Trans-acenaphthene-1,2-diol dehydrogenase",,,['enzymfamilie'],['oxidoreductase']
948,trans,Q3008357,"Trans-1,2-dihydrobenzene-1,2-diol dehydrogenase",,,['enzymfamilie'],['oxidoreductase']
949,trans,Q3133248,trans-2-enoyl-CoA reductase,,,['enzymfamilie'],['oxidoreductase']
950,trans,Q15873930,cis-trans-selectiviteit,,,[],['selectiviteit']
951,travestiet,Q486680,travestie,"['travestiet', 'travesti', 'transvestitisme']","['bewust kleding dragen van het andere geslacht, anders dan voor een acteerrol']",[],[]
952,travestiet,Q7835451,travestofilie,,seksuele voorkeur voor een travestiet als partner,['seksuele voorkeur'],['Philia']
953,travestiet,Q705253,DQ,['Peter Andersen'],Deense travestiet en zanger,['mens'],[]
954,travestiet,Q2084617,Maria van Antwerpen,,"travestiet, soldaat",['mens'],[]
955,tweede wereld,Q233472,tweede wereld,['2e wereld'],,['groep'],[]
956,tweede wereld,Q2358362,Tweede wereld,['Tweede wereld (Thorgal)'],['Thorgal'],['fictief universum'],[]
958,wester,Q9337845,Wester-Spätinge,,"['natuurgebied in Simonsberg, Duitsland']","['Naturschutzgebiet', 'beschermd gebied']",[]
959,wester,Q100341187,Vaste opstelling: Timor-groep en de Zuid-Wester-eilanden (1927-1946),,['Tentoonstelling uit 1927'],['tentoonstelling'],[]
960,wester,Q108846780,Anstruther Wester,,['nederzetting in Verenigd Koninkrijk'],['woonplaats'],[]
961,wester,Q2298564,Wester Aberchalder,,['nederzetting in Verenigd Koninkrijk'],['woonplaats'],[]
962,wester,Q7987358,Wester Denoon,,['dorp in Verenigd Koninkrijk'],['dorp'],[]
963,wester,Q19649894,Wester Badstraat,['Wester Badstraat (Groningen)'],"['straat in Groningen (stad), Nederland']",['straat'],[]
965,wester,Q62834135,Wester Schnatebüll,,['nederzetting in Duitsland'],['woonplaats'],[]
966,wester,Q2334628,station Wester Hailes,,['spoorwegstation in het Verenigd Koninkrijk'],['spoorwegstation'],[]
967,wester,Q2949489,wapen van Wester-Koggenland,,"['wapen van voormalige gemeente in Noord-Holland, Nederland']",['Nederlands gemeentewapen'],[]
968,wester,Q2438864,Fort Westervoort,['Sperfort Wester'],['voortnederzetting in Nederland'],['woonplaats'],[]
969,westers,Q3757343,jihadisme,,Westers neologisme om gewapende islamitische bewegingen te beschrijven,"['ideologie', 'term']",['jihad']
970,westers,Q925090,Westers boeddhisme,,,[],['boeddhisme']
971,westers,Q1810629,Kapiteinshuis Pekela,['Kapiteinshuis Pekela / Stichting Westers'],['museum in Groningen (provincie)'],['museum'],[]
972,westers,Q28104241,Zonder titel,,schilderij van F. Westers,['schilderij'],[]
973,westers,Q26189,Westers Schisma,,,['schisma'],[]
974,westers,Q842798,westers christendom,['Westerse kerk'],,[],['christendom']
975,westers,Q106655275,Westers,,['achternaam'],['familienaam'],[]
976,westers,Q2495279,Lekker Westers,,['nummer van Arbeid Adelt'],['single'],[]
977,westerse,Q160381,westerse wereld,['occident'],['groep landen'],"['geografisch gebied', 'groep']",[]
978,westerse,Q1637806,Occidentalisme,,voorstellingen van de westerse wereld,['politieke ideologie'],[]
979,westerse,Q15925549,culturele generatie van de westerse samenleving,,,[],['culturele generatie']
980,westerse,Q1365619,Avondland,,"oorspronkelijk het westelijke deel van Europa, vanaf de 21e eeuw de hele westerse wereld",['regio'],[]
981,westerse,Q42865,oriëntalisme,['orientalisme'],westerse opvatting van het Oosten in culturele zin,"['stijlperiode', 'artistiek thema']",[]
982,westerse,Q11416778,Sjabloon:Navigatie generaties westerse wereld,,['Wikimedia-sjabloon'],['Wikimedia-navigatiesjabloon'],[]
983,westerse,Q1755300,Omvolking,,Vervanging van de Westerse inheemse bevolking door immigranten met een niet-Westerse cultuur,[],['culturele assimilatie']
984,westerse,Q478958,westerse cultuur,['Europoese beschaving'],,[],['cultuur']
985,westerse,Q100341852,Westerse beeldvorming over niet-westerse culturen van 1880-2002,,['Tentoonstelling uit 2002'],['tijdelijke tentoonstelling'],[]
986,westerse,Q101103763,oriëntalisme,,westerse politieke ideologie die het Oosten patroniserend aanschouwt,['politieke ideologie'],[]
987,wit,Q6317517,Categorie:Mens en maatschappij in Wit-Rusland,,['Wikimedia-categorie'],['Wikimedia-onderwerpcategorie'],[]
988,wit,Q163800,Veit Stoss,"['Veit Stoß', 'Wit Stwosz']",['Duits beeldhouwer (1448-1533)'],['mens'],[]
989,wit,Q6933946,wit haar,,['haarkleur'],['menselijke haarkleur'],[]
990,wit,Q17142367,Wit,['Wit (voornaam)'],['mannelijke voornaam'],['mannelijke voornaam'],[]
992,wit,Q102358549,Blanks,['Simon de Wit'],['Nederlands muzikant en youtuber'],['mens'],[]
993,wit,Q52821052,Eddie Dewit,['Geert De Wit'],['uitvoerend kunstenaar'],['mens'],[]
994,wit,Q3919972,,,wetenschapper uit Wit-Russische Socialistische Sovjetrepubliek,['mens'],[]
995,wit,Q3920076,,,wetenschapper uit Wit-Russische Socialistische Sovjetrepubliek (1938-2011),['mens'],[]
996,wit,Q34970774,,,wetenschapster uit Wit-Russische Socialistische Sovjetrepubliek (1947-2021),['mens'],[]
997,wit,Q26244420,,,wetenschapper uit Wit-Russische Socialistische Sovjetrepubliek (1946-2016),['mens'],[]
998,wits,Q2098197,University wits,,,['groep mensen'],[]
999,wits,Q339211,Herman Witsius,"['H. Wits', 'H. Witsius']",['Nederlands theoloog (1636-1708)'],['mens'],[]
1000,wits,Q3602344,A Battle of Wits,,['korte stomme film uit Verenigde Staten van Amerika'],['korte film'],[]
1001,wits,Q114757596,"Portret van Hermannus Witsius - Herman Wits (1636-1708), hoogleraar Godgeleerdheid 1680-1698 te Utrecht; voordien hoogleraar te Franeker; nadien hoogleraar te Leiden",,,['schilderij'],[]
1002,wits,Q20899656,WITS Academy,['WITS Academie'],['televisieserie uit Verenigde Staten van Amerika'],"['televisieserie', 'sitcom']",[]
1004,wits,Q49090665,Wits End,,['berg in Verenigde Staten van Amerika'],['berg'],[]
1005,wits,Q19012382,Dominee Harm Wits Hundlingiuspad,,"['straat in Schiermonnikoog, Nederland']",['straat'],[]
1006,wits,Q110854957,Wits,,['achternaam'],['familienaam'],[]
1007,wits,Q114757109,Portret van Herman Wits (1636-1708),,,['schilderij'],[]
1008,wits,Q857048,Bidvest Wits,['Wits University FC'],['voetbalclub uit Zuid-Afrika'],['voetbalclub'],[]
1010,witste,Q23414911,Rich Benjamin: Mijn roadtrip door de witste gemeenten van Amerika,,,['TED Women talk'],[]
1011,witte,Q235155,blanken,['witte mensen'],['term voor mensen met zichtbare Europese oorsprong'],['menselijk ras'],['mens']
1012,witte,Q20931979,De Witte van Zichem,"['Lewie', 'Ludovicus Verheyden']",,"['fictief mens', 'personage uit literatuur']",[]
1013,witte,Q113457800,Monk,['Sascha Witte'],,['mens'],[]
1014,witte,Q55677536,Bertram A. Th. Weihs,['Bertram Witte'],['illustrator'],['mens'],[]
1015,witte,Q2436251,Kate Witte,,['personage uit Voetbalvrouwen'],"['fictief mens', 'personage uit televisieprogramma']",[]
1016,witte,Q6674339,witte wieven,['Wit wief'],,['groep van mythische wezens'],[]
1017,witte,Q379691,Romualdus,"['Camaldulenzen', 'Congregatio Camaldulensis Ordinis Sancti Benedicti', 'Witte Benedictijnen', 'Camaldulenzers', 'Romuald van Ravenna']",,['mens'],[]
1018,witte,Q2739359,Arnold Scholten,['Witte socrates'],['Nederlands voetballer'],['mens'],[]
1019,witte,Q66000947,Witte raaf,,['zeldzame verschijning'],['uitdrukking'],[]
1020,witte,Q5871,witte dwerg,,,"['spectraalklasse', 'sterevolutie', 'astronomisch objecttype', 'fysische theorie']",['dwergster']
1021,witten,Q152538,Witte emigrant,['Witten'],['een deel van de Russische bevolking dat de Russische revolutie niet heeft geaccepteerd'],['emigratie'],[]
1022,witten,Q2024947,Johan IV Corsselaar van Wittem,"['Johan IV Corsselaar van Witten Graaf van Zeebrugge, Baron van Boutersem']",['politicus'],['mens'],[]
1023,witten,Q8028561,Witten Towhead,,['eiland in  Verenigde Staten van Amerika'],['riviereiland'],[]
1024,witten,Q104309,Witten,['Witte Leger'],['leger'],['politieke factie'],[]
1025,witten,Q1970937,Elbschebach Witten Bommerholz,,['natuurgebied in Duitsland'],"['Naturschutzgebiet', 'beschermd gebied']",[]
1026,witten,Q1971279,Ruhraue Witten-Gedern,,['natuurgebied in Duitsland'],"['Naturschutzgebiet', 'beschermd gebied']",[]
1027,witten,Q28092711,Stilleven in witten,,['schilderij van J. van Tongeren'],['schilderij'],[]
1028,witten,Q2554868,DB Werk Oberbaustoffe Witten,,['organisatie uit Duitsland'],"['organisatie', 'fabriek']",[]
1029,witten,Q2586698,Heven,,"deel van Witten, Duitsland",['Ortsteil'],[]
1030,witten,Q114759720,Compositie in gebroken witten,,['schilderij van Hans Hamers'],['schilderij'],[]
1031,witter,Q13472652,Pacey Witter,,['fictief mens van Kevin Williamson'],"['fictief mens', 'personage uit televisieprogramma']",[]
1032,witter,Q8028582,"Witter Springs, California",,['nederzetting in Verenigde Staten van Amerika'],['woonplaats'],[]
1033,witter,Q60283974,F.C. Zwanenburg,"['Witter & Zwanenburg', 'fotostudio Witter & Zwanenburg', 'fotostudio W. & Zwanenburg', 'W. & Zwanenburg']",['fotograaf'],['mens'],[]
1035,witter,Q49090671,Witter Point,,['berg in Verenigde Staten van Amerika'],['berg'],[]
1036,witter,Q143458,bleken,,methode om tanden witter te maken,[],"['proces', 'cosmetische tandheelkunde']"
1037,witter,Q34821551,Witter Hill,,['berg in Verenigde Staten van Amerika'],['berg'],[]
1038,witter,Q49090669,Witter Peak,,['berg in Verenigde Staten van Amerika'],['berg'],[]
1039,witter,Q49699317,Witter Ridge,,"['heuvel in Idaho County, Verenigde Staten van Amerika']",['heuvel'],[]
1040,witter,Q2567101,Witter dan wit,,['stripalbum uit de serie van De Kiekeboes'],"['stripalbum', 'stripverhaal']",[]
1041,witter,Q16920528,Witter,,['achternaam'],['familienaam'],[]
1042,wittere,Q50430362,bleekmiddel voor tanden,,chemische stoffen die worden gebruikt om pigmenten in tanden te oxideren en zo wittere tanden te krijgen,[],['bleekloog']
1043,zigeuner,Q76475,zigeuner,,"['als denigrerend beschouwde naam voor de Roma/Jenische, soms ook spreekwoordelijk gebruikt']","['inwonersnaam', 'pejoratief', 'overkoepelende term']",[]
1044,zigeuner,Q110158779,Romani architectuur,['Zigeuner architectuur'],['bouwstijl ontwikkeld door de Kalderash'],['architectuurstijl'],['eclecticisme']
1045,zigeuner,Q55019122,Цыгане / Zigeuner,,['opera-personage uit Aleko'],"['opera-personage', 'fictief mens']",[]
1046,zigeuner,Q55052118,Zigeuner,,['opera-personage uit Manru'],"['opera-personage', 'fictief mens']",[]
1047,zigeuner,Q55019110,Молодой цыган / ein junger Zigeuner,,['opera-personage uit Aleko'],"['opera-personage', 'fictief mens']",[]
1048,zigeuner,Q106323577,"Zigeuner, maar de mooiste",,['boek van Kristian Novak'],['boek'],[]
1049,zigeuner,Q55001769,ein alter Zigeuner,,['opera-personage uit Il trovatore'],"['opera-personage', 'fictief mens']",[]
1050,zigeuner,Q2163446,De arme zigeuner en de koopman,,,['volksverhaal'],[]
1051,zigeuner,Q22256229,Planche du tzigane [Plaat met de zigeuner],,['ets van Félicien Rops (MSK Gent 2011-FW-2)'],"['prent', 'ets']",[]
1052,zigeuner,Q22256221,Planche du tzigane [Plaat met de zigeuner],,['ets van Félicien Rops'],"['prent', 'ets']",[]
1053,zigeuners,Q100340717,"Er wonen een heleboel mensen in Nederland, over Turken, Surinamers, Zigeuners en Nederlanders: de multiculturele samenleving die Nederland aan het worden is",,['Tentoonstelling uit 1981'],['tijdelijke tentoonstelling'],[]
1054,zigeuners,Q371762,Jenische,['Witte Zigeuners'],['semi-nomadische etnische groep in Europa'],['etnische groep'],[]
1055,zigeuners,Q117571,Zigeunervervolging,"['Samudaripen', 'Vernietiging van de zigeuners tijdens de Tweede Wereldoorlog', 'Porajmos', 'Vernietiging van de Roma tijdens de Tweede Wereldoorlog', 'Vervolging van de zigeuners tijdens de Tweede Wereldoorlog', 'Porrajmos', 'Roma-vervolging in het Derde Rijk']",,"['massamoord', 'genocide']",[]
