term,hit_id,bow,cs_rm,cs_wm,cs_rm_wm
native,tansy.n.01,"['buttonlike', 'tasting', 'pinnate', 'aromatic', 'sometimes', 'eurasia', 'herb', 'golden', 'leaf', 'tanacetum', 'yellow', 'vulgare', 'tansy', 'button', 'common', 'native', 'head', 'used', 'perennial', 'flower', 'bitter', 'scented', 'medicinally', 'fern']",0.6412287519572766,0.6552113500725871,0.6516650532313775
native,russian_dandelion.n.01,"['perennial', 'cultivated', 'fleshy', 'sagyz', 'saghyz', 'rubber', 'dandelion', 'root', 'content', 'russian', 'native', 'taraxacum', 'kazakhstan', 'high', 'kok']",0.7400697974107532,0.7431982414319224,0.7483012201486079
native,coltsfoot.n.02,"['large', 'europe', 'herb', 'leaf', 'coltsfoot', 'rounded', 'yellow', 'especially', 'farfara', 'resembling', 'nearly', 'native', 'foot', 'formerly', 'used', 'perennial', 'flower', 'appearing', 'tussilago', 'medicinally']",0.7695590408744875,0.7485394141244741,0.7764029777118086
native,xeranthemum.n.01,"['plant', 'flower', 'chaffy', 'genus', 'southern', 'xeranthemum', 'silvery', 'europe', 'native', 'head', 'tubular', 'purplish']",0.7205507288775866,0.6661247202471465,0.7205361169048411
native,disa.n.01,"['usually', 'flower', 'orchid', 'genus', 'prized', 'dark', 'leaf', 'disa', 'beautiful', 'hooded', 'native', 'region', 'much', 'emblematic', 'green']",0.6951323592951935,0.6908129556625346,0.7034524657951144
native,epidendrum.n.01,"['lithophytic', 'large', 'genus', 'orchid', 'state', 'subtropical', 'epiphytic', 'tropical', 'variable', 'united', 'native', 'epidendrum', 'terrestrial']",0.8295324552530264,0.7956364804737533,0.8333189868991882
native,auricula.n.01,"['primula', 'cultivated', 'commonly', 'ear', 'flowered', 'primrose', 'auricula', 'yellow', 'native']",0.6539480296934053,0.7011058151695869,0.6682436719522963
native,lemongrass.n.02,"['lanka', 'lemon', 'grass', 'tropical', 'lemongrass', 'native', 'sri', 'india']",0.5396008178043569,0.4433814391248049,0.5285238498980827
native,brome.n.01,"['temperate', 'meadow', 'genus', 'grass', 'native', 'various', 'region', 'brome', 'bromegrass', 'woodland']",0.7394449704463127,0.6757786073662962,0.7362880527779959
native,chess.n.01,"['cheat', 'annual', 'distributed', 'chess', 'weed', 'bromus', 'wheat', 'secalinus', 'europe', 'native', 'especially', 'weedy', 'widely']",0.7468244817175158,0.6937418681533635,0.7472338787976602
native,bermuda_grass.n.01,"['trailing', 'grass', 'united', 'kweek', 'europe', 'pasture', 'cosmopolitan', 'bahama', 'devil', 'especially', 'bermuda', 'india', 'southern', 'state', 'cynodon', 'native', 'warm', 'used', 'doob', 'dactylon', 'lawn', 'scutch', 'star']",0.8198017336145869,0.7371763676808625,0.817756566547739
native,yardgrass.n.01,"['old', 'goose', 'grass', 'indica', 'naturalized', 'elsewhere', 'fingerlike', 'eleusine', 'yardgrass', 'wire', 'coarse', 'native', 'annual', 'yard', 'world', 'weed', 'spike']",0.6161599477922222,0.5876474921084971,0.6203587996541756
native,little_barley.n.01,"['western', 'barley', 'north', 'southern', 'state', 'america', 'united', 'little', 'tropical', 'native', 'pusillum', 'annual', 'widespread', 'hordeum']",0.8558539560469325,0.7243336123596702,0.8458127072234136
native,smilo.n.01,"['perennial', 'rice', 'grass', 'north', 'miliacea', 'america', 'smilo', 'oryzopsis', 'native', 'region', 'mountain', 'introduced', 'mediterranean']",0.7800018496829987,0.6548642403071032,0.7691171102817355
native,phleum.n.01,"['temperate', 'genus', 'grass', 'phleum', 'native', 'region']",0.7359515998029047,0.6734615748653254,0.7324239964538289
native,smut_grass.n.01,"['often', 'poiretii', 'grass', 'united', 'indie', 'blackseed', 'west', 'tufted', 'sporobolus', 'stem', 'smut', 'carpet', 'wiry', 'southern', 'common', 'state', 'native', 'infested', 'fungus', 'dark']",0.775607695917734,0.7402947886609441,0.7801366939583607
native,genus_zoysia.n.01,"['region', 'southeastern', 'lawn', 'genus', 'grass', 'grown', 'zoisia', 'native', 'asia', 'new', 'especially', 'warm', 'zoysia']",0.7299642962163021,0.648139782107666,0.7246218886626967
native,common_bamboo.n.01,"['extremely', 'widely', 'cultivated', 'common', 'vulgaris', 'uncertain', 'bamboo', 'vigorous', 'native', 'culm', 'thin', 'area', 'bambusa', 'green', 'striped', 'walled']",0.7900408044321178,0.8087863794485549,0.8035030405171948
native,giant_timber_bamboo.n.01,"['widely', 'large', 'elsewhere', 'giant', 'ku', 'bambusoides', 'china', 'madake', 'bamboo', 'timber', 'chiku', 'phyllostachys', 'native', 'perhaps', 'thick', 'walled', 'grown']",0.6840962361701532,0.6715203523181936,0.6913220731139159
native,hollyhock.n.02,"['plant', 'colored', 'flower', 'cultivated', 'large', 'genus', 'hollyhock', 'east', 'naturalized', 'middle', 'native', 'variously', 'tall', 'widely', 'various']",0.8051162953897264,0.7849607405176663,0.8112336186080933
native,upland_cotton.n.01,"['plant', 'short', 'staple', 'cultivated', 'upland', 'gossypium', 'state', 'american', 'yielding', 'cotton', 'tropical', 'united', 'hirsutum', 'native']",0.8630323720761077,0.7677810149175793,0.8579427889075479
native,panama_tree.n.01,"['leafy', 'large', 'panama', 'take', 'sterculia', 'deciduous', 'country', 'naked', 'native', 'apetala', 'densely', 'tree', 'crown', 'trunk']",0.6570628606253568,0.6018471792152781,0.6570657851308767
native,silver_lime.n.01,"['tomentosa', 'cultivated', 'silver', 'linden', 'large', 'ornamental', 'eastern', 'leaf', 'minor', 'white', 'tilia', 'europe', 'tomentum', 'native', 'asia', 'lime', 'tree', 'widely']",0.7150638370833897,0.6831041835809692,0.7186967536008825
native,spanish_heath.n.01,"['western', 'lusitanica', 'peninsula', 'iberian', 'profuse', 'erica', 'naturalized', 'southwestern', 'white', 'england', 'native', 'portuguese', 'erect', 'shrub', 'pink', 'dense', 'spanish', 'heath']",0.7125184701522324,0.6531861874724857,0.7119961666062511
native,genus_rhododendron.n.01,"['flower', 'cooler', 'northern', 'evergreen', 'large', 'genus', 'native', 'shrub', 'region', 'showy', 'rhododendron', 'hemisphere']",0.7009607775645417,0.6354072148169359,0.6978034428599007
native,japanese_beech.n.01,"['japanese', 'japan', 'brown', 'soft', 'native', 'wood', 'yellowish', 'beech', 'light']",0.5544189255166405,0.5491569579035508,0.5600936794158434
native,southern_live_oak.n.01,"['often', 'cultivated', 'evergreen', 'north', 'sized', 'shipbuilding', 'tree', 'wood', 'quercus', 'medium', 'coast', 'america', 'live', 'tough', 'extremely', 'hard', 'spreading', 'southern', 'east', 'oak', 'native', 'used', 'wide', 'virginiana', 'eastern', 'durable', 'shade']",0.7663802324131691,0.7099392410047267,0.767352388894141
native,grey_alder.n.01,"['alnus', 'grey', 'incana', 'america', 'europe', 'native', 'gray', 'introduced', 'alder']",0.662333703621263,0.5978538093688388,0.6602299705044764
native,forsythia.n.01,"['shaped', 'cultivated', 'europe', 'forsythia', 'blooming', 'yellow', 'branch', 'early', 'bell', 'widely', 'genus', 'southern', 'oleaceous', 'native', 'asia', 'flower', 'bright', 'eastern', 'shrub', 'various']",0.7809186304330892,0.7319186979672295,0.7834425291564506
native,jasmine.n.01,"['genus', 'jasminum', 'chiefly', 'jasmine', 'native', 'asia', 'shrub', 'several', 'vine']",0.6524477258642291,0.5940240780425733,0.6492247396129771
native,queen's_crape_myrtle.n.01,"['speciosa', 'large', 'pride', 'indie', 'crape', 'elsewhere', 'myrtle', 'india', 'australia', 'provides', 'ornamental', 'east', 'lagerstroemia', 'native', 'asia', 'used', 'flower', 'timber', 'called', 'showy']",0.8248968279773322,0.7548438945339345,0.8246247553763535
native,jaboticaba.n.01,"['evergreen', 'grapelike', 'jaboticaba', 'united', 'along', 'indie', 'tree', 'west', 'myrciaria', 'tropical', 'edible', 'tough', 'branch', 'brazil', 'grows', 'cauliflora', 'southern', 'grown', 'small', 'native', 'skinned', 'purple', 'fruit', 'introduced']",0.7620520008454829,0.6983672782569648,0.761451840494008
native,genus_eucalyptus.n.01,"['australian', 'genus', 'source', 'aromatic', 'oil', 'medicinal', 'leaf', 'timber', 'native', 'eucalyptus', 'tall', 'tree']",0.6149902767387324,0.5874828113339161,0.6176426333068169
native,syzygium.n.01,"['indie', 'cultivated', 'evergreen', 'genus', 'syzygium', 'east', 'elsewhere', 'tropical', 'native', 'myrtle', 'tree', 'family']",0.753063152429582,0.670639826685863,0.7480866229580325
native,pomegranate.n.01,"['seeded', 'large', 'many', 'pomegranate', 'fruit', 'southwestern', 'red', 'punica', 'small', 'native', 'shrub', 'asia', 'tree', 'granatum']",0.6606628547773538,0.6071504246793957,0.6588219775028796
native,red_ginger.n.01,"['ornamental', 'ginger', 'island', 'red', 'purpurata', 'pacific', 'native', 'alpinia']",0.6794110720539566,0.6191915694885829,0.6764942230592108
native,chinese_gooseberry.n.01,"['deliciosa', 'cultivated', 'fuzzy', 'actinidia', 'meat', 'chinese', 'gooseberry', 'zealand', 'kiwi', 'fruit', 'climbing', 'edible', 'chinensis', 'native', 'new', 'green', 'vine']",0.5996111493150672,0.5622308986111008,0.6002875366442868
native,caricaceae.n.01,"['caricaceae', 'large', 'africa', 'milky', 'palmately', 'leaf', 'papaya', 'tropical', 'america', 'native', 'lobed', 'tree', 'juice', 'family']",0.6295754729761511,0.5575677515117586,0.6248541817487258
