,lemma,term,hit_id,bow,cs_rm,cs_wm,cs_rm_wm
37,homo,homo's,eng-30-10173895-n,"['hetero', 'sex', 'panter', 'confronteren', 'persoon', 'roze', 'zowel', 'heteroseksueel', 'wel', 'discotheek', 'leuk', 'noodzaken', 'homo', 'heterofiel', 'safe']",0.7546681702179668,0.6965697967561402,0.7088791800697867
45,homo,homo,homo-n-2,"['homo', 'mens', 'sapiens']",0.7540001098573943,0.6591604514163397,0.6987190684830497
41,homo,homo's,odwn-10-105972128-n,"['homo', 'homobeweging', 'beweging']",0.7526495142150345,0.7275017693410794,0.7293782483484252
36,homo,homo's,odwn-10-109472945-n,"['eeuw', 'recht', 'vrouw', 'emancipatie', 'slaaf', 'gelijken', 'homo', 'toekenning', 'oudere']",0.7451916333521766,0.8282256549496904,0.8215153945420363
96,homoseksualiteit,homoseksualiteit,eng-30-00856847-n,"['sodomie', 'homoseksualiteit', 'homofiel', 'seksueel', 'geaardheid', 'gedrag', 'tegennatuurlijk']",0.9212385410482418,0.7713370222078975,0.9070479192837576
97,homoseksualiteit,homoseksualiteit,eng-30-00858060-n,"['homoseksualiteit', 'zoöfilie', 'homofiel', 'seksueel', 'geaardheid', 'bestialiteit', 'homofilie']",0.8705382186673313,0.6752491644496624,0.8385550973779358
256,homoseksueel,homoseksuele,eng-30-10182913-n,"['geïnverteerde', 'homoseksueel', 'bruinwerker', 'persoon', 'reetkever', 'poten', 'sodemiet', 'nicht', 'homofiel', 'sodemieter', 'holtor', 'gay', 'mietje', 'homo', 'flikkeren']",0.9494424190759884,0.567474496384997,0.8674315561892219
258,homoseksueel,homoseksuele,eng-30-10076033-n,"['homoseksueel', 'utrechtenaar', 'poten', 'reetkever', 'nicht', 'homofiel', 'man', 'holtor', 'homo', 'mietje', 'flikkeren']",0.8745644452834633,0.4970401538518133,0.7880815779713749
261,homoseksueel,homoseksueel,eng-30-00844254-n,"['lijfsgemeenschap', 'nummer', 'strafbaar', 'seks', 'paren', 'jong', 'betrekking', 'gemeenschap', 'omgang', 'geslachtsverkeer', 'nederland', 'wipper', 'kind', 'sex', 'cohabitatie', 'coïtus', 'heteroseksueel', 'tussen', 'paring', 'geslachtsdaad', 'geslachtsgemeenschap', 'liefdesdaad', 'wippen', 'homoseksueel', 'mens', 'bijslaap', 'minnespel', 'seksueel', 'neukpartij', 'copulatie']",0.8482911738581815,0.6980640419807055,0.8523548112384774
257,homoseksueel,homoseksuele,eng-30-04623113-n,"['aarden', 'gemoedstoestand', 'fundamenteel', 'algemene', 'natuur', 'onderliggend', 'persoonlijk', 'iemand', 'geheel', 'eigenschap', 'gestel', 'homoseksueel', 'inborst', 'karakter', 'wezen', 'levende', 'seksueel', 'uitkomen', 'geaardheid', 'persoonlijkheid']",0.7151535797717289,0.8607555604978854,0.8353158748373747
249,homoseksueel,homoseksuelen,odwn-10-109248619-n,"['coc', 'vereniging', 'homoseksueel']",0.6855182729426537,0.5857598005705431,0.6925393800253846
250,homoseksueel,homoseksuelen,nichtenbar-n-1,"['homoseksueel', 'bar', 'komen', 'waar', 'nichtenbar']",0.5167758602425325,0.5287774207441065,0.5670461327263177
826,inboorling,inboorlingen,odwn-10-106171034-n,"['land', 'bewoner', 'bezoeken', 'inboorling', 'livingstone', 'oorspronkelijk', 'afrika', 'jungle']",1.0,0.736477916175623,0.9252317655118992
827,inboorling,inboorling,odwn-10-103586613-n,['inboorling'],0.6954467501981002,0.735762061102543,0.7374980821344301
158,indiaan,indianen,eng-30-02503803-v,"['woongebied', 'gebieden', 'wegsturen', 'verbannen', 'dissident', 'ban', 'bannen', 'indiaan', 'voorgoed', 'siberië']",0.7637211172891212,0.74332662929591,0.7727102421028929
156,indiaan,indianen,odwn-10-104880448-v,"['schedelhuid', 'volgens', 'ontdoen', 'doorgaans', 'overlevering', 'scalperen', 'zullen', 'indiaan', 'vijand']",0.7564321300751535,0.7394844838730096,0.7712224527527816
153,indiaan,indianen,handeldrijven-v-1,"['koopmanszaken', 'westen', 'indiaan', 'kenia', 'handeldrijven']",0.7464773541778091,0.7535150155539702,0.7459141077146337
155,indiaan,indianen,eng-30-02635659-v,"['tweejarig', 'blijken', 'nalaten', 'landschap', 'achterlaten', 'indiaan', 'diep', 'spoor', 'teek', 'landijs', 'goed', 'verblijven', 'blijven', 'achter', 'indruk']",0.7454132562879282,0.6908565628690507,0.756165400001023
151,indiaan,indianen,odwn-10-107563512-v,"['brengen', 'indiaan', 'overtuiging', 'bekeren']",0.7280995598323241,0.7649207410044299,0.7540934777735251
165,indiaan,indiaan,odwn-10-100513750-n,"['kruising', 'blank', 'mesties', 'indiaan']",0.6967709142053635,0.6487668110578854,0.6895718517967625
157,indiaan,indianen,eng-30-04458633-n,"['bond', 'gewijd', 'totempaal', 'palen', 'god', 'slachtoffer', 'vasten', 'indiaan']",0.6967507141392009,0.6833017230652644,0.6961607131767504
154,indiaan,indianen,odwn-10-101961229-n,"['indianenverhaal', 'lassen', 'verhalen', 'graag', 'lezen', 'jong', 'kleine', 'indiaan']",0.6398191470318474,0.6267434926526915,0.6510690027966097
152,indiaan,indianen,odwn-10-102987666-v,"['vroeg', 'bewoond', 'gebieden', 'hoeve', 'wonen', 'bewonen', 'indiaan', 'boerderij', 'huis']",0.6161706655190189,0.5907232170482656,0.6251465170103044
162,indiaan,indiaan,odwn-10-106518418-n,"['indiaan', 'amerika', 'inwoner']",0.6001452412717591,0.6426070984355611,0.5903279180685669
659,indisch,indisch,tumtum-n-2,"['tumtum', 'west', 'indisch', 'rechten']",0.7671702830693901,0.6961078136016452,0.7596874868847842
646,indisch,indische,eng-30-08058098-n,"['compagnie', 'firma', 'handelen', 'verenigen', 'onderneming', 'bedrijf', 'oost', 'handelsvennootschap', 'commercieel', 'vennootschap', 'indische']",0.6617500141437882,0.5914459399211328,0.6598864942813141
656,indisch,indisch,eng-30-08673039-n,"['kampong', 'indisch', 'dorp']",0.6377975239079529,0.6433894420170703,0.6647207626681807
660,indisch,indisch,variant-n-2,"['verdediging', 'voorzichtig', 'siciliaan', 'indisch', 'konings', 'fransman', 'beiden', 'variant', 'mogelijk', 'oplossing', 'spelen', 'spaans', 'schaken', 'dam', 'timman']",0.6215868468840214,0.6694481353421549,0.6580919007885898
647,indisch,indische,eng-30-07557434-n,"['exotisch', 'gang', 'fransman', 'chinees', 'opdienen', 'rechten', 'schotel', 'gerecht', 'voedsel', 'bereiden', 'klaarmaken', 'één', 'indische']",0.5905602439635718,0.6426884876387257,0.6201764932826591
645,indisch,indische,odwn-10-101655623-n,"['vogel', 'beo', 'indische']",0.5851606969183896,0.608585575745546,0.6081319785840548
658,indisch,indisch,eng-30-10505732-n,"['indisch', 'radja', 'bepalen', 'vorsen']",0.5750260850046476,0.5595484948162688,0.5758659321695807
649,indisch,indische,eng-30-02503517-n,"['jumbo', 'slagtand', 'afrikaanse', 'olifant', 'aziatisch', 'grijs', 'groot', 'dikhuid', 'zoogdier', 'indische']",0.5736431174632161,0.5974882648093437,0.5924299340701623
648,indisch,indische,eng-30-14917635-n,"['vloeistof', 'bezitting', 'onzichtbaar', 'chinees', 'potten', 'schrijven', 'inkt', 'postcode', 'oost', 'mee', 'indische']",0.5690662369478818,0.5968646973673295,0.5973957406108448
651,indisch,indische,eng-30-12401684-n,"['vijgenboom', 'boomsoort', 'tropisch', 'vijgeboom', 'wild', 'vijg', 'indische']",0.5254000698441934,0.5431262291820591,0.5449743242775843
834,indo,indo,odwn-10-104600207-n,"['indo', 'taalfamilie', 'iraans', 'germaans']",0.6741643741673518,0.6830406354767753,0.6736674751402425
1105,inheems,inheemse,odwn-10-102422747-n,"['exotisch', 'noordzee', 'inheems', 'uitheems', 'tweehonderdvierentwintig', 'vissen', 'vissoort', 'leven', 'soort']",0.7123600857711505,0.7854507334753473,0.7699346607595792
1104,inheems,inheemse,odwn-10-109739636-n,"['inheems', 'plant', 'uitheems', 'bladeren', 'planten', 'organisme']",0.6140963217079369,0.7272248723415388,0.6791537067462022
1102,inheems,inheemse,eng-30-12268246-n,"['eik', 'eikenboom', 'bepalen', 'eikeboom', 'inheems', 'bomen', 'eeuwenoud']",0.5648063369434537,0.6649227699748019,0.6161744698079948
1103,inheems,inheemse,odwn-10-107295694-n,"['landwijn', 'rode', 'inheems', 'witten', 'jong', 'wijn']",0.4866016085525939,0.5300451426269872,0.5192513605888477
629,inlander,inlanders,odwn-10-104714918-n,"['tropenbossen', 'land', 'bewoner', 'inlander', 'huisvesting', 'oorspronkelijk', 'bieden', 'miljoen']",0.9436531562955917,0.7519271004469159,0.8674313048375827
148,inuk,inuit,Inuit-n-1,"['inuit', 'groenland', 'inwoner']",0.6394648189736176,0.5332961594554344,0.6197642568211005
70,islamiet,islamiet,odwn-10-100569798-n,"['islam', 'islamiet', 'aanhanger']",0.9377551303198856,0.8132442581865482,0.8840616683735316
71,islamiet,islamiet,moslimfundamentalist-n-1,"['orthodox', 'islamiet', 'moslimfundamentalist']",0.8552439510422135,0.7295164821491014,0.8028248827686398
69,islamiet,islamieten,eng-30-01189427-v,"['tijdens', 'islamiet', 'drinken', 'eten', 'vasten', 'ramadan']",0.5033410174600642,0.4878994819339294,0.51114235709709
68,jap,jap,odwn-10-103201483-n,"['japanner', 'jap']",0.7307298171103093,0.3809224688798734,0.3476361150053581
246,jappenkamp,jappenkamp,jappenkamp-n-1,"['concentratiekamp', 'jappenkamp', 'japanner']",0.8030725890505616,0.7250770494499444,0.7425988619116648
245,jappenkamp,jappenkampen,troostmeisje-n-1,"['jappenkamp', 'prostituee', 'soldaat', 'gedwongen', 'seksueel', 'zogeheten', 'contact', 'japans', 'worden', 'troostmeisje']",0.6852947735676547,0.7507493947578704,0.7608653107005573
885,kaffer,kaffer,eng-30-10410815-n,"['heikneuter', 'grobbejanus', 'zeer', 'boerenhufter', 'boerenkarhengst', 'lomperik', 'primitieveling', 'kaffer', 'stommeling', 'onhandig', 'boerenlul', 'onbeschaafd', 'boeren', 'prehistorisch', 'proleet', 'boerenkinkel', 'rouwdouwer', 'kinkel', 'boerenpummel', 'woudezel', 'lomperd', 'vlegel', 'persoon', 'boerenkaffer', 'botterik', 'onbeschoft', 'raudauwer', 'palurk', 'hufter', 'hork', 'barbaar', 'plebejer', 'manier', 'plomperd', 'mens', 'pummel', 'rouwdouw', 'onbeleefd']",0.7729036380132502,0.5672032827476988,0.7513369310496361
886,kaffer,kaffer,odwn-10-100082478-n,"['bantoeneger', 'kaffer']",0.5811366255337437,0.2845584877821405,0.4153362205795608
700,kaukasisch,kaukasische,Kaukasische-n-1,"['kaukasische', 'kaukasus', 'inwoner']",0.5715010067636165,0.4117857183588147,0.4987723579744869
233,knecht,knechten,eng-30-09815790-n,"['waterdrager', 'helper', 'hulp', 'assistent', 'tour', 'ander', 'helpen', 'indurain', 'knechten', 'dienaar', 'knecht', 'ploegen', 'dienstknecht']",1.0,0.6286732003664859,0.9265592708919652
232,knecht,knechten,eng-30-02496816-v,"['graafschap', 'bedwingen', 'onderdrukken', 'bevolking', 'kleinkrijgen', 'onderwerp', 'knechten', 'intimideren', 'brengen', 'potentaat', 'gezag', 'ware', 'knecht', 'graaf', 'sommige', 'hand', 'beteugelen', 'harden']",0.7133623827601352,0.6900673502989056,0.7634927549977327
236,knecht,knecht,eng-30-10292192-n,['knechten'],0.7131476333675447,0.5224624387810567,0.6595007999436538
240,knecht,knecht,odwn-10-109860771-n,"['bakkersknecht', 'knechten']",0.6956626691471087,0.521234719023236,0.6544475039816404
241,knecht,knecht,eng-30-10506544-n,"['boerenknecht', 'boeren', 'knechten']",0.6811216247524986,0.5327788926071131,0.6554746372388887
242,knecht,knecht,slagersknecht-n-1,"['slager', 'slagersknecht', 'knechten']",0.6785504872821327,0.482164972045675,0.6352718988775761
237,knecht,knecht,eng-30-10308938-n,"['assepoes', 'meid', 'assepoester', 'knechten']",0.508156524709133,0.4040120715742279,0.4951998247731924
239,knecht,knecht,Zwarte Piet-n-1,"['piet', 'zwarte', 'tafelen', 'knechten', 'dansen', 'snoepgoed', 'sinterklaas', 'strooien']",0.4663146959925407,0.4448692209684968,0.4869802970936453
875,koelie,koelie,eng-30-10035809-n,"['grondwerker', 'koelie', 'betaling', 'werken', 'loonslaaf']",0.8687259353071488,0.4857319939219973,0.8266391583646658
876,koelie,koelie,odwn-10-101160806-n,"['bedienen', 'zoals', 'troop', 'koelie']",0.6445892006754277,0.5076685370994755,0.6385766967106002
874,koelie,koelie,eng-30-09642917-n,['koelie'],0.3496400303791903,0.5569013327491384,0.3521171088943055
625,koppensneller,koppensneller,eng-30-10163452-n,['koppensneller'],1.0,0.0,0.0
35,lilliputter,lilliputter,eng-30-10040344-n,"['groeien', 'persoon', 'lilliputter', 'zeer', 'korten', 'mini', 'been', 'dwergin', 'belemmeren', 'arm']",0.9150374596271824,0.6650475711908267,0.8630934979464099
842,madras,madras,eng-30-08904392-n,"['chennai', 'madras']",0.4845630947086272,0.2383503242679978,0.4057147028223001
33,medicijnman,medicijnman,eng-30-10626439-n,"['natuurvolk', 'dokter', 'medicijnman']",0.7663699925090023,0.3489467590490634,0.543917535515363
580,mesties,mesties,odwn-10-100513750-n,"['kruising', 'blank', 'mesties', 'indiaan']",0.8328435883540191,0.6443420826066482,0.7800117233423417
838,mohammedaan,mohammedaan,odwn-10-107525787-n,"['mohammedaan', 'islam', 'aanhanger']",0.9321665767789764,0.8206879955712003,0.8833375625782643
839,mohammedaan,mohammedaan,moslimvrouw-n-1,"['mohammedaan', 'moslimvrouw', 'vrouwelijk']",0.8196928727501605,0.8125240577163055,0.8504477970179126
840,mohammedaan,mohammedaan,odwn-10-107075238-n,"['mohammedaan', 'muzelman']",0.7512418143460674,0.6836895426915124,0.7147401923089599
836,mohammedaan,mohammedanen,eng-30-03788195-n,"['missigit', 'moskee', 'mesigit', 'mohammedaan', 'kerk']",0.6308711765061876,0.6062505277910866,0.6349556660660044
62,mongool,mongool,eng-30-10197525-n,"['cretin', 'kretijn', 'vrouwelijk', 'fanaat', 'gestoord', 'geestelijk', 'zwakzinnige', 'gehandicapt', 'verstandelijk', 'idioot', 'mongool', 'mogool', 'waanzinnig', 'imbeciel', 'krankzinnig', 'gek', 'debiel', 'geestesziek']",0.7828203182092702,0.6392328234002861,0.7879685746477825
60,mongool,mongools,odwn-10-106363474-n,"['talen', 'mongools']",0.6242216299467611,0.3855803324607536,0.6091838059528881
64,mongool,mongool,odwn-10-107179852-n,"['downsyndroom', 'mongool']",0.44817187553251786,0.5650919374321515,0.4524706244488582
63,mongool,mongool,eng-30-09644152-n,"['mongools', 'mongool']",0.2679505350330436,0.4363465420398904,0.2829231487788953
65,mongool,mongool,eng-30-03087909-a,"['mongoloïde', 'mongool']",0.2679505350330436,0.4363465420398904,0.2829231487788953
844,moor,moren,odwn-10-102610292-n,"['eeuw', 'more', 'negende', 'noordafrikaans', 'moor', 'moslima', 'corsica', 'veroveren']",0.7212175140607998,0.5631939266143771,0.7128652880897487
848,moor,moor,eng-30-09638009-n,"['persoon', 'neger', 'zwarte', 'nikker', 'vrouw', 'negeren', 'huidskleur', 'roetmop', 'moor', 'vies', 'duivelin', 'donker']",0.6034691926499047,0.6494702204474376,0.6111367754333872
847,moor,moor,eng-30-09636339-n,"['neger', 'zwarte', 'nikker', 'negeren', 'roetmop', 'moor']",0.5970556899053475,0.7060346437036323,0.6051265239786477
849,moor,moor,odwn-10-105801592-n,"['helemaal', 'moor', 'dier', 'zwart']",0.507871797315698,0.577908926905366,0.5145974831977521
843,moor,moors,eng-30-03088220-a,['moors'],0.33917487525895834,0.3958730222411314,0.3378440257896839
845,moor,moor,eng-30-09723361-n,['moor'],0.2076035668567568,0.3863685660117256,0.20867079096036376
716,mulat,mulat,odwn-10-106536961-n,"['oud', 'zwarte', 'mulattin', 'één', 'kind', 'blank']",0.9517629695708228,0.5686995333192606,0.7575731065938737
715,mulat,mulat,eng-30-09638454-n,"['mulattin', 'halfbloed', 'mulat']",0.5397090365936429,0.4863210104935489,0.5219355724484992
105,neger,neger,eng-30-09638009-n,"['persoon', 'neger', 'zwarte', 'nikker', 'vrouw', 'negeren', 'huidskleur', 'roetmop', 'moor', 'vies', 'duivelin', 'donker']",0.9356144529089044,0.7093402373634176,0.8349207835586542
104,neger,neger,eng-30-09636339-n,"['neger', 'zwarte', 'nikker', 'negeren', 'roetmop', 'moor']",0.8591462763501123,0.7277522826705007,0.8066496949512741
100,neger,negers,spiritual-n-1,"['lied', 'geestelijk', 'spiritual', 'neger']",0.6487327264229574,0.5738645447463371,0.6438795822723826
101,neger,negers,eng-30-06201908-n,"['negatief', 'neiging', 'partijschap', 'neger', 'ongegronde', 'feest', 'ontkennen', 'houden', 'mens', 'buitenlander', 'partijdigheid', 'bevooroordelen', 'vooringenomenheid', 'mening', 'vooroordeel', 'veel', 'vreemdeling']",0.6351162097075002,0.7526731222714804,0.7497839799133039
99,neger,negers,odwn-10-106512680-n,"['soulmuziek', 'ontstaan', 'muzieksoort', 'neger']",0.628198763677979,0.6750964788119018,0.6999671429924673
98,neger,negers,odwn-10-101064198-n,"['ontstaan', 'soul', 'muzieksoort', 'neger']",0.6191941501130738,0.654890258874996,0.6826066229238846
597,ontdekken,ontdekken,eng-30-02154508-v,"['detecteren', 'ontdekken', 'zoeken', 'opsporen', 'vinden']",1.0,0.6028068661182671,0.8669169077643857
601,ontdekken,ontdekken,odwn-10-105383688-n,"['ontdekken', 'bewijzen', 'leveren', 'vinden', 'bewoording', 'bewijsplaats']",0.8438727547477564,0.7171725681711779,0.8614819497919669
598,ontdekken,ontdekken,eng-30-02128066-v,"['ontdekken', 'komen', 'ontdekking', 'onthullen', 'blootleggen']",0.8253431381112177,0.7535971406410982,0.8593225392216585
600,ontdekken,ontdekken,odwn-10-108767604-v,['ontdekken'],0.8113446341818943,0.6539643784501661,0.7678256941783035
621,ontdekken,ontdekken,vinding-n-2,"['ontdekken', 'vinding', 'schatten']",0.8056540736262928,0.7710589863252656,0.8600591439806916
618,ontdekken,ontdekken,eng-30-09460312-n,"['ontdekken', 'ironie', 'uitwissen', 'vertonen', 'voet', 'beantwoorden', 'raken', 'poten', 'spotten', 'afdruk', 'lichten', 'sporen', 'iemand', 'komen', 'ongeduld', 'spoor', 'bekennen', 'gronden', 'bijster', 'tje', 'wiel', 'volgen', 'geweldpleging', 'vraag', 'blijven']",0.7346811988846372,0.7786836018797615,0.8473971153055309
615,ontdekken,ontdekken,eng-30-04767347-n,"['ontdekken', 'gebeurtenis', 'ergens', 'heersen', 'tijdschema', 'gedrag', 'vaste', 'voldoende', 'vasten', 'regelmaat', 'proberen']",0.685810315138296,0.7517294499255516,0.8051866777948311
599,ontdekken,ontdekken,eng-30-00721437-v,"['ontdekken', 'verborgen', 'werken', 'radium', 'wereld', 'rond', 'oorzaak', 'onbekend', 'waarom', 'spioneren', 'vinden', 'tekst', 'heden', 'vermoeden', 'pierre', 'apparaat', 'fout', 'uitweg', 'vlak', 'geheel', 'kraamvrouwenkoorts', 'curie', 'zonnestelsel', 'marie', 'wetenschapper', 'toeval']",0.6852093804891255,0.8651102669536553,0.8792937297351484
619,ontdekken,ontdekken,eng-30-00076196-n,"['ontdekken', 'blunderen', 'vergissing', 'zoveel', 'bevatten', 'taalgebruik', 'verbeteren', 'fout', 'taalfout', 'flater', 'leggen', 'terzijde', 'brief', 'maken']",0.6609939470974671,0.7362745910736387,0.7905677240970884
603,ontdekken,ontdekken,odwn-10-102951676-v,"['herontdekken', 'schilderij', 'ontdekken', 'opnieuw']",0.6595396065679766,0.7373075590642504,0.7578685176722271
340,ontwikkelingsland,ontwikkelingslanden,odwn-10-107793684-n,"['groeien', 'land', 'weinig', 'ontwikkelingsland', 'economisch']",0.8678598101805516,0.782185611155048,0.866229241968217
342,ontwikkelingsland,ontwikkelingslanden,odwn-10-108219147-n,"['zien', 'profiteren', 'handelen', 'toenemende', 'wereldhandel', 'ontwikkelingsland', 'vrije', 'vooral', 'internationaal', 'organisatie']",0.8276869122783506,0.7109958240244595,0.8369000349520838
347,ontwikkelingsland,ontwikkelingsland,eng-30-08167046-n,['ontwikkelingsland'],0.8239435607073334,0.6459004343503906,0.7976580068263563
339,ontwikkelingsland,ontwikkelingslanden,eng-30-08195636-n,"['land', 'bevriezen', 'verstrekken', 'geven', 'hulp', 'ontwikkelingshulp', 'ontwikkelingsland', 'somalië', 'ontwikkelingswerk', 'krijgen']",0.7940162107179085,0.6465377698953501,0.7824821629401473
343,ontwikkelingsland,ontwikkelingslanden,odwn-10-108533146-n,"['winkelen', 'ontwikkelingsland', 'wereldwinkel', 'steunen']",0.7137689541241915,0.6056575771347276,0.7147643701975279
350,ontwikkelingsland,ontwikkelingsland,odwn-10-100905185-v,"['arts', 'rondstralen', 'stuur', 'uitzenden', 'mens', 'ontwikkelingsland']",0.5653304991785701,0.5065381607261338,0.5791531314633228
349,ontwikkelingsland,ontwikkelingsland,foster parent-n-1,"['parent', 'pleegouder', 'soedanees', 'ontwikkelingsland', 'foster', 'kind']",0.4067726930076955,0.31223213201109595,0.3997015314481547
824,page,page,page-n-1,"['jong', 'dienaar', 'page', 'edelman']",0.7368223825437009,0.5156793608668374,0.6662830361148613
823,page,page,eng-30-10391086-n,"['boeren', 'page', 'schildknaap']",0.6394309874520553,0.6824915990117312,0.6616328832606213
0,politionele actie,politionele acties,eng-30-01080366-n,"['regeringsbeleid', 'dreigen', 'staken', 'publieksvriendelijk', 'organiseren', 'oproep', 'aanleg', 'boeren', 'afkondigen', 'zullen', 'politioneel', 'beëindigen', 'afblazen', 'manifestatie', 'betuwelijn', 'karakter', 'actie', 'opschorten', 'voer', 'harden']",0.7219157795446126,0.7484148815237256,0.7577742665102758
582,primitief,primitieve,eng-30-09627462-n,"['schilderen', 'primitief', 'stijl']",1.0,0.640367452318102,0.7467727947475821
592,primitief,primitief,eng-30-02932400-n,"['hout', 'bouwen', 'hebben', 'trekkershut', 'wonen', 'gebouwd', 'mens', 'lemen', 'primitief', 'riet', 'tuinen', 'hut', 'kind', 'huis']",0.6356423843383507,0.6088715404653794,0.6423056171817829
593,primitief,primitief,eng-30-10553402-n,"['rousseau', 'woesteling', 'idee', 'persoon', 'bloeddorstig', 'wild', 'barbaar', 'natuurmens', 'wel', 'natuurliefhebber', 'kannibaal', 'primitief', 'edel', 'achterhalen']",0.5748986196030664,0.6960856894566269,0.6947122289542919
581,primitief,primitieve,eng-30-00910203-n,"['foto', 'geluidsband', 'film', 'luiden', 'beelden', 'geluidsregistratie', 'geluidsopname', 'primitief', 'opname', 'registratie', 'muziek', 'maken']",0.5687053800914189,0.64189296938508,0.6686994592245658
594,primitief,primitief,eng-30-01558993-n,"['primitief', 'bankbiljet']",0.5298231094600796,0.5017936984614834,0.5074342007857985
583,primitief,primitieve,odwn-10-109144960-n,"['vogelbekdier', 'dier', 'primitief', 'orde', 'zoogdier']",0.4162057534084693,0.5789133023757367,0.5610417134956133
667,pygmee,pygmeeën,eng-30-09183693-n,"['ethisch', 'goed', 'gebruik', 'gewoonte', 'pygmee', 'bepalen', 'norm', 'moralisme', 'moraal', 'slechten', 'moraliteit', 'zienswijze', 'zede', 'algemene', 'regel', 'opvatting']",0.8172957603527587,0.7816018660807871,0.8363911408540121
669,pygmee,pygmee,eng-30-10496626-n,"['lid', 'dwergvolk', 'pygmee']",0.31244343172078104,0.07037840204413941,0.23320653970082084
668,pygmee,pygmee,eng-30-10496489-n,"['dwergin', 'pygmee']",0.20314445725352093,0.14706492385751613,0.1801619934299328
722,ras,rassen,eng-30-01155044-n,"['racisme', 'opkomen', 'verschillen', 'jegens', 'demonstratie', 'rassehaat', 'basis', 'rassenhaat', 'houden', 'rassenongelijkheid', 'haten', 'ras', 'discriminatie', 'rassendiscriminatie']",0.8233568662370365,0.8692283587796819,0.8567389330029721
746,ras,ras,eng-30-14410918-n,"['rassenkwestie', 'rassenvraagstuk', 'vanwege', 'probleem', 'pijnlijk', 'ras', 'rassenprobleem', 'verschil']",0.800398231086837,0.8174286213861068,0.8106024041505255
734,ras,ras,odwn-10-100937974-n,"['mensenras', 'ras', 'menselijk']",0.7990307611756033,0.7613542819444573,0.7711782001166524
721,ras,rassen,eng-30-00850425-n,"['rassenvermenging', 'terriër', 'tussen', 'voortplanting', 'verschillende', 'teckel', 'vermenging', 'ras', 'kruising']",0.7632741407170386,0.7817258773150687,0.7666896110250748
747,ras,ras,odwn-10-104772963-n,"['gevoerd', 'gescheiden', 'ras', 'zuid', 'obv', 'jarenlang', 'afrika', 'politiek', 'rassenscheiding', 'samenleving']",0.7608860968363292,0.8265203375713227,0.7978296890724041
737,ras,ras,odwn-10-108984511-n,"['nemen', 'iedereen', 'welk', 'kleuren', 'bepalen', 'mens', 'ras', 'huidskleur', 'maken', 'bent']",0.7575346471044144,0.7159062993359443,0.7553838902683461
738,ras,ras,eng-30-10502950-n,"['racist', 'ander', 'mens', 'schelden', 'haten', 'ras']",0.7511845543235784,0.739992674849557,0.7466824785061947
735,ras,ras,eng-30-07967382-n,"['zeevaarder', 'ras', 'mens', 'type']",0.7417984253993037,0.6715907057934943,0.6995624635625426
720,ras,rassen,eng-30-10157549-n,"['persoon', 'kleurling', 'zwarte', 'afkomst', 'verschillende', 'blanke', 'ras', 'kind', 'halfbloed', 'gemengd']",0.7332508613915689,0.7864737252310556,0.747932223130941
724,ras,rassen,odwn-10-107524753-v,"['raken', 'vermengen', 'mengen', 'wateren', 'oliën', 'ras']",0.7186674063749299,0.7371665264148831,0.7352310547350143
798,slaaf,slaaf,eng-30-10609325-n,"['lijfeigene', 'ander', 'heloot', 'eigendom', 'slaaf', 'slavin', 'maken']",0.8687791831182736,0.8608155863914383,0.8684176765641759
808,slaaf,slaaf,eng-30-13997253-n,"['slavernij', 'knechtschap', 'lijfeigenschap', 'slavendienst', 'slavin', 'afschaffen', 'toestand', 'brengen', 'verlossen']",0.8459715087741039,0.8186890663601691,0.8669265073891264
799,slaaf,slaaf,eng-30-09976551-n,"['afhankelijk', 'persoon', 'vrouw', 'ander', 'uitbuiten', 'slaaf', 'slavin']",0.8348575693758754,0.8755308007610892,0.8442051034949296
786,slaaf,slaven,slaven-v-1,"['moeder', 'waarvoor', 'verspillen', 'slaven', 'slaaf', 'zwoegen', 'gelden']",0.7998089868113355,0.7938756519428389,0.8177281212947829
791,slaaf,slaven,eng-30-01114284-n,"['slavenhandel', 'handelen', 'slaaf']",0.7885519838734493,0.7939631181125064,0.8081567682963428
801,slaaf,slaaf,odwn-10-107447736-n,"['ondergeschikt', 'slavin', 'relatie']",0.7802539231907348,0.7648495578133249,0.7848039715079105
788,slaaf,slaven,odwn-10-109472945-n,"['eeuw', 'recht', 'vrouw', 'emancipatie', 'slaaf', 'gelijken', 'homo', 'toekenning', 'oudere']",0.762283926005766,0.7553061798910158,0.7752510311719006
810,slaaf,slaaf,eng-30-10580535-n,"['bezitten', 'lijfeigene', 'laten', 'halfvrije', 'heloot', 'horig', 'slavin', 'landeigenaar']",0.7607531358004347,0.7459627267318178,0.7693612139531054
789,slaaf,slaven,eng-30-00623545-n,"['verrichten', 'slavenwerk', 'werk', 'slaaf', 'slavenarbeid']",0.7553793753790226,0.7170382087685299,0.7628440898477339
792,slaaf,slaven,eng-30-02256998-v,"['betalen', 'gevangene', 'losgeld', 'loskopen', 'slaaf', 'vrijkopen']",0.6889960829765522,0.6836765817278662,0.7015247574144085
273,stam,stammen,eng-30-07969695-n,"['sibbe', 'volksstam', 'dezelfde', 'lokaal', 'stam', 'gewoonte', 'gebieden', 'eigen', 'soortgenoot', 'mens', 'clan', 'groep', 'nomadisch', 'voorvader', 'stammen']",0.9299150433552824,0.7107598650367377,0.922663327481788
