,term,hit_id,bow,cs_rm,cs_wm,cs_rm_wm
2441,aboriginals,300264769.0,"['ceremonieel', 'bedrieglijk', 'stijl', 'dierenkop', 'wapen', 'kunst', 'lang', 'westen', 'aantreffen', 'rode', 'schatting', 'oud', 'afbeelden', 'aboriginal', 'variëren', 'rotskunststijlen', 'dateren', 'grot', 'enkele', 'australisch', 'handeling', 'bezig', 'meestal', 'spleet', 'beschrijven', 'figuur', 'locatie', 'figuurtje', 'ornamenteren', 'jagen', 'mimi', 'jaar', 'vaak', 'behoren', 'precies', 'geest', 'gedocumenteerde', 'lucifershoutachtige', 'arnhem', 'uitbeelding', 'werk', 'kleine', 'duizend', 'millimeter', 'rotsschildering', 'ophouden', 'vechten', 'geanimeerde', 'hoogte', 'gebieden', 'dynamisch', 'afgelegen', 'keren', 'land', 'beeld', 'tussen', 'dunnen']",0.8783218721100928,0.7497186251763606,0.8874207879973424
2444,aboriginals,300021861.0,"['beeldhouwwerk', 'aboriginal', 'zowel', 'kunstwerk', 'zoals', 'zand', 'rotskunst', 'australisch', 'kolonisatie', 'beschrijven', 'soort', 'houten', 'huidig', 'klei', 'lichaamsdecoratie', 'divers', 'bastschilderwerk', 'inwoner', 'vervaardigen', 'europeaan']",0.8760717557122611,0.686251496349708,0.8598841914426432
2453,aboriginals,300264789.0,"['alleen', 'beeldhouwwerk', 'plaatsen', 'oker', 'lutheraans', 'toa', 'aboriginal', 'volgen', 'dienen', 'traditioneel', 'killalpaninna', 'gronden', 'betreffende', 'vinden', 'australisch', 'maken', 'diyari', 'verzoeken', 'missiepost', 'locatie', 'volgens', 'houten', 'richtingaangevers', 'wegwijzer', 'stammen', 'produceren', 'gips', 'cultuur', 'bezitten', 'zuid', 'staat', 'interesse', 'uithakken', 'welk', 'innovatief', 'geven', 'worden', 'productie', 'denken', 'richting', 'hebben', 'australië', 'tussen', 'europeaan']",0.8720970467544368,0.7349919617563209,0.8800240915054158
2448,aboriginals,300264770.0,"['ceremonieel', 'plaats', 'vormen', 'beeldhouwwerk', 'markeren', 'notabelen', 'aboriginal', 'dendrogliefen', 'graaf', 'uitsnijden', 'gravering', 'vinden', 'bassen', 'instrument', 'metaal', 'levende', 'australisch', 'maken', 'boom', 'beeldend', 'geometrisch', 'gewoonlijk', 'kenmerkende']",0.8675450575395967,0.6854505449057116,0.8598403502982738
2452,aboriginals,300055999.0,"['wereld', 'priester', 'communiceren', 'geloof', 'oproep', 'aboriginal', 'volk', 'via', 'aziatisch', 'slechte', 'noord', 'medium', 'australisch', 'komen', 'inuit', 'siberië', 'amerika', 'indiaan', 'verschillende', 'prairie', 'voorchristelijk', 'verwijzen', 'geest', 'gebruikt', 'tungus', 'fungeren', 'bevolken', 'algemeen', 'term', 'praktijk', 'religieus', 'sommige', 'hen', 'oorspronkelijk', 'lappen', 'sjamanisme', 'goed']",0.8665320414416879,0.8219823965935088,0.8976892507953301
1971,achterlijk,,,,,
1969,achterlijke,,,,,
1968,achterlijken,300025925.0,"['mens', 'vermogen', 'aanpassingsvermogen', 'achterlijke', 'liggen', 'intellectueel', 'sociaal', 'hierdoor', 'zwakbegaafde', 'minderbegaafd', 'wie', 'zwakbegaafd', 'beneden', 'gemiddeld', 'benadelen', 'beduidend']",0.9958166358718236,0.5751788856246892,0.95372359369811
1965,achterlijker,,,,,
1967,achterlijkere,,,,,
